,Employee_Name,Employee_Id,Project_Id,Start_Date,End_Date,Allocated_Days,Completed_In_Days,Login_Time,Logout_Time,isOnTime,Joining_Date,Appraisal_Cycles,YearsInCompany,Complaints_received,average_monthly_hours,Behavior
217,Michael Hennessey,217,2204,2006-06-15,2008-01-26,585,590,10:50,7:19,0,2006-05-14,6,15,7,245,Average
218,Valentin Natale,218,1822,2017-04-22,2020-05-15,1128,1119,8:7,8:44,1,2017-03-17,1,4,1,131,Good
219,Sandi Smith,219,5178,2005-09-06,2016-10-22,4061,4064,8:42,8:6,0,2004-12-06,12,16,3,225,Good
220,Karie Jackson,220,9009,2010-02-03,2017-04-14,2629,2627,9:29,7:15,0,2009-09-12,6,11,3,286,Good
221,Betty Platt,221,2213,2007-01-21,2018-08-25,4231,4234,9:0,7:40,1,2006-11-15,8,14,5,135,Average
222,Lois Mallory,222,8086,2013-03-29,2020-03-10,2547,2538,8:11,8:43,0,2012-10-28,0,8,8,153,Bad
223,Nadine Tharp,223,9019,2011-10-08,2015-01-22,1201,1202,10:54,7:55,0,2010-11-20,0,10,7,252,Good
224,Christopher Seal,224,5998,2002-10-05,2020-10-07,6585,6577,8:16,8:57,0,2002-05-04,7,19,8,149,Bad
225,John Ault,225,2341,2017-11-10,2018-02-19,95,101,8:38,7:54,0,2016-12-16,0,4,2,258,Good
226,Jean Evans,226,7153,2014-08-21,2014-09-03,17,13,10:11,8:30,0,2014-07-24,5,6,2,158,Average
227,Martin Rhodes,227,4011,2017-08-28,2020-09-08,1098,1107,8:44,8:46,1,2016-12-27,0,4,3,149,Average
228,Richard Griffin,228,6143,2016-01-08,2021-03-25,1912,1903,9:28,8:21,1,2016-01-05,3,5,1,236,Excellent
229,Hubert Beauchamp,229,6518,2015-03-18,2018-08-17,1243,1248,10:54,8:5,0,2014-12-25,5,6,2,239,Good
230,Jacob Michel,230,7566,2011-12-16,2019-01-13,2585,2585,10:16,7:6,1,2011-07-04,3,9,3,159,Average
231,James Maxwell,231,4412,2017-05-13,2020-10-26,1254,1262,9:46,8:24,1,2017-01-03,2,4,2,255,Good
232,Alan Jones,232,2478,2003-02-18,2013-09-18,3870,3865,8:21,7:59,1,2002-07-10,5,18,3,244,Good
233,Steven Walker,233,7962,2001-03-03,2004-09-01,1273,1278,10:28,7:10,1,2000-07-05,18,20,0,134,Average
234,Melissa Matus,234,3033,2012-07-25,2020-12-25,3078,3075,10:26,8:38,0,2011-10-28,6,9,2,270,Good
235,Brendan Salazar,235,8891,2008-02-06,2018-11-27,3938,3947,9:7,7:43,1,2007-07-05,5,13,8,255,Average
236,Carolyn Beattie,236,9543,2009-10-29,2017-02-21,2678,2672,10:51,7:29,0,2009-02-14,2,12,8,151,Bad
237,Robert Webb,237,6082,2004-12-10,2011-07-02,2391,2395,10:27,7:3,1,2003-12-30,10,17,4,135,Below Average
238,James Barth,238,7221,2014-07-07,2018-07-03,1457,1457,10:51,7:55,1,2014-02-24,5,7,1,146,Good
239,Christopher Lundgren,239,5773,2001-09-29,2005-11-28,1516,1521,9:26,7:10,0,2001-01-26,8,20,8,254,Average
240,Kirk Kiesel,240,3219,2018-09-12,2019-06-17,281,278,9:18,7:33,1,2017-09-28,0,3,0,289,Excellent
241,Brigida Bottone,241,7588,2010-05-12,2011-12-05,566,572,10:43,8:44,1,2010-04-14,8,11,1,156,Average
242,Mary Rodrigue,242,6770,2006-10-25,2018-08-20,4326,4317,8:1,8:33,1,2006-03-13,6,15,3,156,Average
243,Jamie Roman,243,9634,2004-11-19,2005-11-19,365,365,10:4,8:39,1,2004-02-18,13,17,1,128,Good
244,Felix Duffy,244,8829,2008-11-24,2017-04-07,3056,3056,8:22,8:12,0,2008-06-30,11,12,2,275,Good
245,Michael Ripple,245,4584,2015-09-05,2020-05-27,1721,1726,9:9,7:25,1,2014-09-23,4,6,0,155,Average
246,Anne Townsend,246,9777,2004-05-23,2004-08-08,80,77,9:16,7:23,1,2004-05-20,6,17,3,159,Average
247,Robert Taylor,247,9005,2007-09-15,2008-02-29,164,167,9:45,8:49,0,2006-09-22,10,14,3,148,Average
248,Sue Chan,248,8414,2002-10-25,2010-07-15,2826,2820,9:53,7:23,0,2002-05-15,13,19,8,228,Average
249,Tamara Dawson,249,9953,2003-04-06,2020-09-06,6355,6363,9:12,8:47,1,2002-11-14,8,18,7,298,Average
250,Debora Shannon,250,9448,2016-04-21,2016-09-19,152,151,8:41,7:45,0,2016-03-21,1,5,3,261,Good
251,Andrew Laporta,251,9011,2001-01-01,2015-10-01,5379,5386,9:20,7:33,1,2000-04-04,7,21,7,254,Average
252,Robert Williams,252,2803,2001-02-04,2019-10-26,6840,6838,9:18,7:9,0,2000-09-25,13,20,8,192,Below Average
253,Charles Harris,253,8707,2009-01-05,2009-05-30,144,145,10:32,7:15,1,2008-05-06,5,13,5,248,Good
254,James Trujillo,254,6066,2016-06-10,2019-12-12,1282,1280,10:2,8:24,0,2016-05-21,1,5,3,258,Good
255,Dennis Maynard,255,8017,2014-01-12,2016-08-26,957,957,9:26,7:19,1,2013-05-21,3,8,1,156,Average
256,Carole Womble,256,5527,2014-03-08,2020-11-02,2438,2431,10:42,7:29,0,2013-05-28,2,8,7,266,Average
257,Richard Soto,257,6698,2014-10-29,2020-07-17,2088,2088,9:53,8:18,0,2014-01-20,2,7,2,156,Average
258,Laura Lucero,258,7727,2004-10-01,2008-09-26,1461,1456,10:54,8:58,1,2003-11-02,13,17,1,232,Excellent
259,Kyle Surratt,259,6726,2005-05-03,2018-09-09,4874,4877,8:55,7:54,0,2005-04-11,8,16,8,287,Good
260,Andy Holland,260,9291,2018-12-03,2019-10-21,329,322,9:57,7:55,0,2017-12-18,0,3,2,154,Average
261,Saundra Owens,261,6519,2018-11-16,2018-12-23,32,37,8:35,8:47,0,2018-05-01,0,3,2,263,Good
262,Kenneth Guzman,262,9969,2008-09-08,2017-04-12,3147,3138,10:55,8:25,1,2008-07-10,11,12,1,131,Good
263,Mitchell White,263,1321,2014-01-12,2017-03-10,1148,1153,8:23,8:36,1,2013-02-09,0,8,4,260,Good
264,Paul Morales,264,3339,2015-08-25,2020-06-13,1756,1754,10:36,8:2,0,2015-07-01,4,5,2,139,Average
265,Chester Ames,265,3567,2001-09-26,2018-05-21,6081,6081,10:24,7:56,1,2001-04-09,10,20,2,251,Good
266,Nicole Ham,266,6027,2010-03-04,2014-06-03,1555,1552,10:3,8:33,1,2009-12-15,4,11,2,286,Good
267,Pamela Merrick,267,1212,2004-03-28,2014-08-17,3792,3794,10:1,8:51,1,2003-10-05,1,17,4,129,Average
268,Myron Terry,268,9351,2018-06-30,2018-08-13,53,44,10:59,8:37,1,2017-10-14,2,3,0,156,Good
269,Chad Whitt,269,1415,2007-03-04,2013-04-16,2234,2235,8:40,7:56,1,2007-01-07,13,14,0,139,Good
270,Shannon Fort,270,5679,2001-02-21,2016-04-20,5546,5537,10:58,7:23,1,2001-01-09,18,20,0,127,Good
271,Edward Brett,271,4221,2012-12-04,2014-10-01,658,666,9:13,8:26,0,2012-06-07,6,8,6,251,Good
272,Robert Fuente,272,3781,2010-04-08,2015-08-10,1955,1950,10:44,7:50,1,2010-01-01,1,11,2,270,Good
273,Emma Crouch,273,9909,2010-06-27,2011-07-04,365,372,9:0,8:38,0,2010-05-03,6,11,8,296,Good
274,Buffy Sanchez,274,8439,2011-10-08,2014-05-02,945,937,9:17,8:29,1,2011-05-20,8,10,1,254,Excellent
275,Lillie Hodges,275,3455,2012-09-05,2014-08-29,714,723,10:48,8:21,0,2011-11-15,0,9,9,238,Below Average
276,Gary Scerbo,276,1673,2003-06-24,2010-07-26,2594,2589,9:57,8:56,1,2002-06-24,5,18,3,267,Good
277,Regina Dowling,277,5632,2013-07-20,2016-05-28,1040,1043,8:11,8:2,1,2012-07-30,3,8,0,229,Excellent
278,Joy Everett,278,7378,2003-11-25,2016-06-06,4582,4577,8:5,8:13,1,2003-07-28,8,17,3,254,Good
279,Stephen Torres,279,7935,2015-09-17,2020-10-17,1849,1857,9:1,8:28,0,2015-08-20,1,5,6,233,Average
280,Sherita Montijo,280,8588,2010-12-24,2015-02-25,1531,1524,9:9,7:33,1,2010-07-20,2,10,3,268,Good
281,Julie Naylor,281,4436,2003-03-12,2004-05-24,433,439,10:40,8:6,1,2002-05-07,15,19,1,301,Excellent
282,Li Marbley,282,8397,2001-01-15,2013-05-12,4507,4500,10:14,8:52,0,2001-01-13,3,20,8,267,Average
283,Dorothy Frey,283,2575,2006-03-21,2018-01-08,4305,4311,9:29,8:25,1,2006-01-06,12,15,0,289,Excellent
284,Betty Villarreal,284,6838,2009-06-19,2012-08-18,1165,1156,10:1,8:54,0,2009-04-24,6,12,7,144,Bad
285,Irma Guidotti,285,3284,2001-05-25,2016-09-25,5594,5602,9:32,8:13,1,2000-08-06,2,20,7,148,Bad
286,Laura Cressman,286,1021,2002-11-26,2020-04-26,6370,6361,8:38,8:9,1,2001-12-26,6,19,2,306,Good
287,Larry Moore,287,5391,2006-03-08,2011-01-03,1760,1762,9:38,7:38,1,2005-12-09,14,15,1,292,Excellent
288,Eric Christopher,288,6221,2018-05-20,2019-07-05,415,411,9:11,8:18,0,2018-05-04,0,3,2,232,Good
289,Kenneth Rueluas,289,4053,2010-02-05,2012-10-27,990,995,9:57,7:30,0,2009-11-23,5,11,7,137,Bad
290,Susan Disney,290,8157,2008-10-24,2010-06-21,614,605,8:42,7:6,0,2008-08-13,2,12,7,128,Bad
291,Sheridan Hunt,291,7123,2017-03-10,2020-02-13,1065,1070,8:19,7:27,0,2017-01-08,2,4,3,231,Good
292,Jeff Broughton,292,4216,2004-01-08,2006-03-16,807,798,8:1,8:24,1,2003-11-17,4,17,2,146,Average
293,Norma Olney,293,4519,2014-02-11,2015-06-08,478,482,10:12,7:41,0,2013-12-08,4,7,3,308,Good
294,Glenn Ayaia,294,4884,2001-12-14,2014-07-09,4599,4590,8:34,7:3,1,2001-01-06,15,20,1,253,Excellent
295,Mildred Gerraro,295,2515,2011-02-05,2020-10-10,3529,3535,10:25,7:35,1,2010-09-04,3,10,4,146,Below Average
296,Geoffrey Wilenkin,296,7928,2010-04-22,2019-08-06,3395,3393,9:37,7:27,1,2009-08-13,8,11,1,156,Good
297,Jeanette Scrabeck,297,9485,2013-02-21,2019-05-06,2264,2265,9:24,7:11,1,2012-09-09,1,8,6,147,Average
298,Timothy Anderson,298,8666,2006-09-10,2013-03-24,2389,2387,10:56,8:17,1,2005-10-04,13,15,0,136,Good
299,Jose Figueroa,299,9335,2001-07-23,2010-09-04,3323,3330,10:11,8:33,0,2000-11-02,17,20,4,249,Good
300,Ella Shaefer,300,2831,2003-01-31,2006-03-22,1154,1146,9:52,7:14,0,2002-06-30,1,18,7,151,Bad
301,Tanya Eastwood,301,6749,2003-01-05,2012-03-22,3355,3364,8:13,8:33,0,2002-12-18,13,18,8,278,Good
302,Janetta Kleis,302,5583,2011-05-19,2018-03-09,2495,2486,10:16,8:12,1,2011-01-26,9,10,0,250,Excellent
303,Ana Padilla,303,9344,2012-01-09,2017-10-05,2090,2096,8:49,8:30,1,2011-10-31,3,9,5,127,Below Average
304,Eileen Holm,304,1889,2010-02-15,2010-04-16,61,60,10:52,8:44,0,2009-09-11,2,11,7,255,Average
305,Nicholas Johnston,305,3933,2001-11-25,2017-12-02,5851,5851,8:11,8:50,1,2001-01-28,9,20,2,135,Average
306,Megan Bolt,306,2623,2006-12-21,2011-03-17,1549,1547,9:32,8:45,0,2005-12-23,4,15,8,149,Bad
307,Barbara Pearson,307,3783,2018-01-26,2021-02-11,1109,1112,10:47,7:26,0,2017-09-26,2,3,3,287,Good
308,Peter Carl,308,3625,2014-06-26,2019-07-14,1844,1844,10:47,7:2,1,2014-01-26,1,7,2,145,Average
309,Paul Gordon,309,7591,2002-07-23,2014-05-08,4302,4307,9:31,8:9,0,2002-07-05,6,18,8,285,Average
310,Corinne Gramm,310,8162,2002-04-05,2009-12-28,2832,2824,9:33,8:57,0,2001-04-23,9,20,7,305,Average
311,Tyler Tully,311,9633,2007-06-29,2008-10-05,462,464,8:30,8:45,0,2006-09-27,2,14,8,300,Good
312,Kristi Odom,312,7289,2008-04-09,2011-01-26,1026,1022,9:56,7:15,1,2007-10-04,10,13,0,139,Good
313,Joanna Schwendinger,313,4697,2010-11-29,2017-11-09,2528,2537,9:12,8:28,1,2010-06-11,7,10,3,130,Average
314,Karen Dotson,314,1671,2006-06-13,2011-11-03,1977,1969,10:35,7:24,1,2005-07-19,10,15,0,268,Excellent
315,Terry Jones,315,7889,2006-02-02,2011-08-18,2021,2023,10:38,7:9,0,2005-08-21,0,15,8,245,Good
316,Susan Wood,316,8699,2018-08-19,2018-08-27,9,8,9:24,7:2,0,2017-12-13,0,3,2,135,Average
317,Teresa Heminger,317,9202,2005-01-21,2017-09-20,4622,4625,8:40,8:36,0,2004-12-08,4,16,8,153,Bad
318,Rolando Zatorski,318,6768,2009-02-20,2016-07-23,2711,2710,8:55,7:55,1,2008-05-27,4,13,3,276,Good
319,Damion Fournier,319,8650,2010-03-21,2019-02-04,3242,3242,8:16,7:4,1,2010-02-13,5,11,3,130,Average
320,Danny Robinette,320,3315,2017-04-29,2019-04-13,715,714,8:6,7:13,0,2017-04-08,3,4,3,153,Average
321,Thomas Shelton,321,1048,2018-08-30,2019-01-24,146,147,8:9,8:14,1,2018-07-28,0,2,1,244,Excellent
322,Dustin Soria,322,4858,2002-06-04,2017-11-07,5639,5635,10:7,7:7,0,2001-12-10,14,19,2,253,Good
323,Alfred Dortch,323,9997,2002-11-04,2017-10-27,5462,5471,9:14,8:57,0,2001-11-12,5,19,9,287,Below Average
324,William Haynes,324,4169,2001-07-09,2011-04-24,3578,3576,10:1,8:31,1,2000-09-14,16,20,1,131,Good
325,Dennis Godfrey,325,6830,2003-04-21,2006-10-04,1260,1262,8:4,7:20,0,2002-04-25,0,19,7,135,Bad
326,Rachel Campbell,326,5225,2002-01-27,2018-09-16,6077,6076,8:12,7:38,0,2002-01-07,11,19,8,157,Bad
327,Alishia Beavers,327,9491,2005-02-09,2020-01-06,5442,5444,9:21,7:6,1,2004-03-08,13,17,1,262,Excellent
328,David Tincher,328,6839,2017-10-16,2020-10-23,1111,1103,10:13,7:49,1,2016-10-16,3,4,1,266,Excellent
329,Adele Qualls,329,6117,2014-06-05,2015-08-24,439,445,8:9,7:33,1,2013-07-17,5,7,1,148,Average
330,Mathew Mccoy,330,8762,2016-01-14,2018-07-20,918,918,10:38,8:40,1,2015-10-02,2,5,0,140,Good
331,Sophie Silago,331,2153,2001-01-06,2017-02-03,5866,5872,8:31,7:22,1,2000-02-22,4,21,4,302,Good
332,Erin Johnston,332,9891,2003-06-04,2018-12-23,5682,5681,9:16,8:53,1,2002-09-16,17,18,1,271,Excellent
333,William Morehouse,333,8545,2015-12-29,2017-02-13,411,412,9:12,8:39,1,2015-08-21,3,5,1,145,Good
334,James Hoey,334,5642,2016-02-26,2018-08-30,923,916,9:2,8:44,0,2016-01-23,3,5,3,290,Good
335,Leonard Mayberry,335,2595,2006-03-25,2018-05-20,4433,4439,8:35,8:41,0,2006-02-12,7,15,7,151,Bad
336,Robert Newsome,336,2631,2003-06-15,2016-07-13,4781,4777,9:57,7:48,1,2003-05-19,1,18,2,266,Good
337,Cathy Kennedy,337,5743,2013-06-14,2014-12-11,544,545,8:14,7:10,1,2012-12-24,4,8,1,140,Good
338,Noah Gray,338,6703,2005-08-24,2011-08-05,2181,2172,10:35,7:28,1,2004-10-11,12,16,1,142,Good
339,Joshua Brewer,339,3761,2013-10-09,2017-06-22,1345,1352,8:13,8:49,0,2013-09-23,0,7,10,246,Bad
340,Deborah Hartnett,340,4807,2009-10-08,2020-07-13,3938,3931,9:57,8:44,1,2009-10-01,6,11,0,308,Excellent
341,Sylvia Thrill,341,2217,2015-06-23,2019-04-21,1397,1398,8:16,8:38,1,2014-08-31,4,6,0,141,Good
342,Lucia Rice,342,2832,2006-10-18,2020-01-06,4833,4828,8:9,8:39,0,2005-11-18,6,15,8,232,Average
343,Julie Smith,343,4858,2003-05-09,2008-03-23,1774,1780,8:9,7:47,1,2003-04-22,4,18,5,143,Below Average
344,Krystal Dupont,344,1383,2012-02-02,2012-04-06,67,64,8:28,8:4,0,2011-06-14,2,9,8,155,Bad
345,Bonnie Taylor,345,7275,2013-02-01,2015-06-29,871,878,8:46,8:42,0,2012-11-15,3,8,7,278,Good
346,Charles Marine,346,8898,2003-06-15,2012-07-27,3332,3330,9:30,7:4,1,2003-03-14,17,18,0,253,Excellent
347,William Bourgeois,347,5181,2007-10-23,2009-05-31,586,586,9:56,8:53,0,2007-10-16,6,13,7,282,Average
348,Roger Wilkins,348,2483,2018-11-14,2020-05-16,555,549,9:13,8:55,1,2018-06-21,1,2,1,264,Excellent
349,Nicholas Lester,349,6708,2006-04-08,2012-10-12,2379,2379,8:49,8:42,0,2005-08-10,5,15,7,149,Bad
350,Danny Henry,350,8803,2015-09-15,2015-11-21,68,67,8:29,7:38,1,2015-02-02,1,6,1,304,Excellent
351,Peter Mulligan,351,6503,2015-12-13,2019-12-20,1463,1468,10:45,8:12,0,2015-11-14,0,5,6,219,Average
352,Rochelle Durrah,352,2833,2014-07-17,2019-04-20,1745,1738,8:28,7:52,1,2013-12-02,4,7,0,262,Excellent
353,Kevin Hall,353,5892,2001-05-25,2010-04-16,3241,3248,8:55,7:27,1,2000-11-21,14,20,8,135,Bad
354,Linda Coleman,354,4586,2002-02-17,2005-10-03,1332,1324,9:33,8:14,0,2002-01-16,8,19,7,219,Below Average
355,Lucille Gulley,355,4214,2006-11-25,2019-11-02,4720,4725,10:16,7:29,0,2006-03-18,7,15,8,136,Bad
356,Danny Tadych,356,6081,2018-01-06,2018-10-12,286,279,9:49,7:19,0,2017-04-13,1,4,3,154,Average
357,Felton Davis,357,1735,2001-11-30,2004-08-24,997,998,10:1,7:7,1,2001-05-18,3,20,4,149,Average
358,Debbie Williams,358,5104,2016-09-30,2018-02-20,509,508,10:57,8:39,0,2015-12-26,4,5,3,135,Average
359,Becky Thompson,359,3873,2017-04-16,2020-08-27,1220,1229,10:14,7:53,0,2016-09-06,1,4,4,275,Good
360,Milton Hanson,360,3859,2004-04-13,2014-02-25,3610,3605,10:6,8:23,1,2004-03-14,4,17,3,290,Good
361,Daniel Rodriguez,361,7891,2006-07-21,2006-12-25,154,157,10:24,7:25,1,2006-04-27,9,15,6,263,Good
362,George Briz,362,3333,2007-02-05,2020-02-21,4764,4764,8:11,8:11,0,2006-07-19,11,14,2,145,Average
363,Mary Covington,363,7109,2002-01-24,2002-12-02,309,312,10:2,8:37,1,2001-10-18,8,19,5,267,Good
364,Kenneth Craig,364,4686,2008-02-05,2018-10-28,3924,3918,10:51,7:33,1,2007-04-04,7,14,3,141,Average
365,Cherie Smith,365,9673,2010-09-22,2012-01-18,474,483,9:58,8:58,0,2010-05-25,9,11,5,235,Good
366,Sharon Mcfadden,366,7572,2011-10-15,2014-02-03,849,842,9:45,7:5,0,2010-11-28,0,10,8,258,Average
367,Michael Thompson,367,6353,2001-12-23,2016-05-03,5242,5245,9:25,7:45,1,2001-08-05,9,19,5,131,Average
368,Melissa Campbell,368,3859,2015-06-24,2018-09-26,1199,1190,10:54,7:50,1,2014-08-26,2,6,1,243,Excellent
369,Harry Garcia,369,1318,2016-03-10,2017-07-01,472,478,9:5,8:31,1,2015-07-12,0,5,2,266,Good
370,Maria Marks,370,4101,2017-12-06,2019-11-22,719,716,8:32,7:19,1,2017-07-28,0,3,0,142,Good
371,Jonathan Swager,371,1770,2007-11-23,2016-01-31,2982,2991,8:16,7:6,1,2007-04-28,6,14,8,135,Bad
372,Suzanne Jaquez,372,5484,2004-11-29,2014-12-10,3667,3663,8:42,8:41,1,2004-06-22,9,16,2,141,Average
373,Craig Dixon,373,9891,2004-07-13,2017-07-14,4747,4749,8:40,7:0,1,2004-01-20,5,17,4,142,Average
374,Joseph Souza,374,3384,2011-05-03,2013-07-23,816,812,10:56,8:35,0,2011-04-25,7,10,2,254,Good
375,Alphonso Bernardo,375,8669,2014-12-21,2017-03-03,797,803,8:50,8:9,1,2014-01-14,2,7,3,262,Good
376,Angelita Reyes,376,6406,2003-10-14,2012-08-03,3218,3216,10:29,7:5,1,2003-07-15,10,17,2,296,Good
377,Jason Humphrey,377,7893,2009-10-24,2010-06-11,226,230,9:31,8:10,0,2009-06-26,5,11,7,158,Bad
378,Anthony Pelzer,378,6462,2001-12-18,2003-03-08,445,445,9:48,8:32,0,2001-06-07,15,19,3,238,Good
379,Josh Dejesus,379,6643,2017-09-03,2020-05-02,968,972,8:37,7:45,0,2017-03-21,1,4,3,231,Good
380,Michael Rowe,380,2967,2009-03-27,2016-11-15,2796,2790,10:4,8:8,0,2008-12-16,0,12,7,156,Bad
381,Kirsten Matson,381,1014,2013-03-20,2019-04-19,2212,2221,8:41,7:46,0,2012-12-04,0,8,10,145,Bad
382,Gabriel Serrell,382,5974,2015-10-03,2019-01-18,1209,1203,10:4,7:48,1,2015-09-05,0,5,1,144,Average
383,Jeffery Weuve,383,6524,2018-12-26,2019-03-28,83,92,10:51,8:1,1,2018-07-27,1,2,3,159,Below Average
384,Mark Schneider,384,3670,2003-01-08,2016-08-28,4989,4981,8:0,7:58,1,2002-12-30,6,18,2,156,Average
385,Melissa Sanmiguel,385,6137,2013-12-05,2016-10-18,1044,1048,9:57,7:27,1,2013-05-27,4,8,0,256,Excellent
386,Melinda Neider,386,2784,2006-09-20,2007-10-28,403,403,8:37,8:19,1,2005-10-17,10,15,0,298,Excellent
387,Sheila Harris,387,4864,2018-08-18,2021-02-13,901,910,8:37,8:51,0,2018-07-22,1,2,6,247,Average
388,Susan Robinson,388,7996,2010-08-26,2012-12-25,859,852,9:42,8:27,0,2010-06-13,5,10,2,157,Average
389,Nelly Lanasa,389,1264,2018-01-01,2019-05-31,510,515,9:33,8:41,1,2017-01-02,3,4,1,154,Average
390,John Wright,390,7276,2005-05-15,2006-03-31,326,320,8:33,8:18,0,2005-03-18,9,16,7,253,Average
391,Chris Welty,391,8854,2006-08-11,2018-02-07,4196,4198,10:16,8:35,0,2006-04-09,12,15,3,148,Average
392,James Friedman,392,6699,2004-03-25,2021-05-04,6258,6249,9:11,7:25,1,2003-08-24,6,17,3,261,Good
393,Shirley Mckeever,393,6532,2011-05-24,2014-09-04,1191,1199,8:13,8:38,1,2011-01-05,3,10,8,282,Average
394,Pearlie Grimes,394,7418,2013-08-18,2019-08-29,2206,2202,10:55,8:7,1,2013-02-01,7,8,1,133,Good
395,Ralph Mcgonigle,395,7932,2005-05-17,2017-08-02,4454,4460,9:42,7:5,0,2004-07-14,10,16,8,128,Bad
396,Michael Maynard,396,8489,2013-02-25,2021-01-04,2879,2870,9:34,8:57,1,2012-10-31,3,8,1,139,Average
397,Willie Stephens,397,4401,2004-07-13,2006-08-02,750,750,8:12,8:45,0,2004-02-02,3,17,7,293,Average
398,Leona Rogers,398,6581,2001-02-28,2014-11-24,5023,5017,9:40,8:29,0,2000-12-23,10,20,8,265,Average
399,David Kirschner,399,9925,2003-10-01,2007-10-04,1460,1464,10:49,8:8,0,2002-12-28,0,18,7,250,Average
400,Therese Graham,400,5370,2005-02-07,2008-12-24,1424,1416,9:35,8:18,1,2004-09-10,14,16,1,251,Excellent
401,Larissa Willmore,401,9730,2003-09-30,2012-07-08,3197,3204,9:40,8:34,0,2003-05-03,7,18,9,246,Below Average
402,Jeremy Levy,402,8934,2017-02-16,2020-03-25,1140,1133,10:47,7:16,0,2016-05-02,1,5,3,275,Good
403,Donald August,403,3887,2003-04-25,2005-12-14,964,964,10:47,7:18,0,2002-04-28,8,19,7,240,Average
404,Gene Coleman,404,2710,2015-02-22,2018-01-26,1076,1069,8:33,8:45,0,2014-12-14,2,6,2,245,Good
405,John Foret,405,7579,2001-05-15,2008-04-09,2514,2521,10:57,8:1,0,2000-09-09,10,20,10,254,Below Average
406,Jose Privette,406,7139,2006-10-18,2009-07-04,991,990,9:23,8:22,0,2006-07-27,0,14,8,241,Average
407,Michelle Joyce,407,8104,2003-03-10,2013-10-30,3886,3887,9:13,7:23,1,2002-12-28,17,18,1,257,Excellent
408,Ashley Carpenter,408,8293,2012-08-22,2013-02-05,174,167,8:25,8:18,1,2011-09-14,7,9,0,246,Excellent
409,Linda Pfeffer,409,4227,2008-04-09,2015-07-21,2655,2659,8:37,8:33,0,2007-05-30,4,14,8,233,Average
410,Robert Smitherman,410,7993,2013-08-30,2016-02-20,909,904,9:12,7:20,1,2013-05-03,6,8,1,218,Excellent
411,Cynthia Eyler,411,8200,2013-08-09,2019-12-23,2322,2327,9:13,8:52,0,2013-04-15,7,8,3,262,Good
412,Gregory Taylor,412,4424,2005-07-19,2020-08-09,5503,5500,10:43,7:45,0,2005-06-01,3,15,7,138,Bad
413,Cory Shren,413,2885,2014-05-10,2020-04-16,2162,2168,10:24,7:28,0,2013-10-11,6,7,2,142,Average
414,Zula Rusten,414,2663,2009-01-18,2010-10-04,628,624,10:17,8:31,1,2008-06-05,2,12,2,233,Good
415,Scott Callahan,415,3187,2008-12-26,2013-11-09,1771,1779,9:23,8:50,1,2008-09-16,11,12,2,155,Average
416,Lydia Davis,416,9713,2013-05-05,2020-01-21,2457,2452,8:20,8:50,0,2012-09-19,3,8,3,229,Good
417,Harold Trevino,417,4213,2012-12-25,2019-05-01,2311,2318,9:46,7:36,1,2012-10-18,7,8,3,264,Good
418,Margaret Buckner,418,1196,2011-02-18,2019-11-11,3196,3188,10:2,7:35,0,2010-03-04,5,11,8,199,Below Average
419,Christopher Baldwin,419,1588,2008-03-23,2013-08-30,1982,1986,8:10,8:32,1,2008-02-09,12,13,0,223,Excellent
420,Jessica Smith,420,7918,2017-09-17,2019-10-05,749,748,9:56,7:9,1,2016-09-17,3,4,0,268,Excellent
421,Lora Hansen,421,1288,2004-08-11,2009-01-23,1620,1626,9:3,8:39,1,2004-03-31,10,17,6,287,Good
422,Chasity Crawford,422,1233,2017-02-24,2019-11-24,1007,1003,9:59,7:53,1,2016-10-08,1,4,0,257,Excellent
423,Suzanne Swonger,423,1521,2017-04-11,2020-07-11,1183,1187,8:39,8:34,0,2017-02-20,0,4,2,143,Average
424,Jacqueline Vanhandel,424,8968,2012-03-01,2012-05-01,70,61,8:56,8:39,1,2011-07-27,5,9,1,130,Good
425,Jonathan Carr,425,9720,2006-01-15,2018-06-13,4532,4532,9:46,8:34,0,2005-05-04,9,16,7,136,Bad
426,Lilian Williams,426,5624,2008-09-02,2016-06-22,2856,2850,8:15,7:25,0,2007-11-03,1,13,7,261,Average
427,Camille Fanning,427,4792,2017-02-22,2021-01-09,1408,1417,9:48,7:7,0,2016-12-14,0,4,4,180,Average
428,Rosalee Seever,428,5734,2018-07-21,2018-11-11,117,113,8:17,8:59,0,2018-04-17,1,3,3,126,Average
429,Veronica Brown,429,1353,2009-10-15,2016-08-07,2480,2488,10:2,7:15,1,2008-10-27,2,12,7,127,Bad
430,Frederick Johnson,430,5929,2016-01-24,2017-04-01,438,433,10:1,7:58,0,2015-05-10,0,6,7,195,Bad
431,Dolores Ruocco,431,1643,2015-09-16,2020-09-12,1819,1823,10:17,8:11,0,2015-08-30,3,5,3,160,Average
432,Sarah Brewer,432,8127,2012-03-30,2020-01-09,2841,2841,10:46,7:57,0,2011-07-21,0,9,8,150,Bad
433,John Baldwin,433,9918,2003-11-22,2019-03-28,5598,5605,8:30,7:44,1,2003-03-06,12,18,8,264,Average
434,John Porto,434,4189,2016-08-03,2017-07-09,343,340,10:0,8:41,0,2015-09-30,1,5,2,309,Good
435,Calvin Souther,435,9405,2006-06-02,2006-08-11,69,70,9:7,7:33,1,2005-10-18,1,15,4,135,Average
